train_loss,valid_loss,train_acc,valid_acc
3.135362240306118,2.698991273666595,0.5350877046585083,0.5174825191497803
2.3309038647434166,1.9579911198649373,0.5456140637397766,0.5489510297775269
1.6977509929422747,1.4586368857563792,0.5473684072494507,0.5419580340385437
1.3300230544910097,1.1590407036401176,0.5771929621696472,0.632867157459259
1.1274709962961966,0.975534447423228,0.6271929740905762,0.6538461446762085
1.0059381017559452,0.8374908512288873,0.6342105269432068,0.6678321957588196
0.9220862378153885,0.7435762398726457,0.6543859839439392,0.6818181872367859
0.8541864480888635,0.6755506208726576,0.6728070378303528,0.692307710647583
0.8036785512639765,0.6303291879333817,0.6771929860115051,0.688811182975769
0.7622503376843637,0.5929529816954286,0.6885964870452881,0.7097902297973633
0.7271141242562679,0.5590231722885078,0.7070175409317017,0.7132866978645325
0.7028478221935138,0.5397738785176844,0.6912280917167664,0.7237762212753296
0.6655849092885068,0.5276680088543392,0.6929824352264404,0.7167832255363464
0.6386656719341612,0.5176973980623525,0.7149122953414917,0.7272727489471436
0.6213438123987433,0.5133831071686912,0.7035087943077087,0.7342657446861267
0.6013681365732562,0.5017754197954298,0.7175438404083252,0.7307692170143127
0.5905192201597649,0.4969601185171754,0.7140350937843323,0.7447552680969238
0.5750282668230826,0.49262082743477986,0.722806990146637,0.7447552680969238
0.5632247632009941,0.49035685670959367,0.7342105507850647,0.748251736164093
0.5548840489303857,0.48521811853755603,0.7350876927375793,0.751748263835907
0.5483389261521792,0.48099360224250315,0.7289473414421082,0.7552447319030762
0.5422698071128443,0.48161648411850827,0.7447368502616882,0.7622377872467041
0.5363815714392746,0.47836190462112427,0.75,0.7692307829856873
0.5354726392971841,0.4801152832024581,0.7473683953285217,0.7657342553138733
0.5341652634373882,0.4753498739295906,0.7464912533760071,0.7692307829856873
0.5275674838768808,0.46756865302999534,0.7464912533760071,0.7832167744636536
0.527543947884911,0.4744746497461012,0.74210524559021,0.7832167744636536
0.5222187188633701,0.4633481123230674,0.7438596487045288,0.807692289352417
0.522566064407951,0.4586294901954544,0.7570175528526306,0.807692289352417
0.5184473667228431,0.45706884510867246,0.7666666507720947,0.7902097702026367
0.5165331510075352,0.45620462360915603,0.7543859481811523,0.7867133021354675
0.5249540262054979,0.4536712657321583,0.7464912533760071,0.8006992936134338
0.5140075014348615,0.45364942709049144,0.75789475440979,0.7867133021354675
0.5107795930745309,0.44938569969230596,0.7622807025909424,0.7937062978744507
0.5107804683216831,0.4472416235016776,0.75789475440979,0.7937062978744507
0.5073956983131275,0.44720329354693006,0.7596490979194641,0.7867133021354675
0.5082507708616424,0.445368561294529,0.7605262994766235,0.7972028255462646
0.5064911565236878,0.4443181403033383,0.7657894492149353,0.7937062978744507
